cardId,dbfId,name,cardSet,type,faction,rarity,cost,runeCost,attack,health,durability,spellSchool,text,flavor,artist,collectible,elite,race,img,imgGold,locale
SCH_509,59207,Brain Freeze,Scholomance Academy,Spell,,Rare,1,,,,,Frost,<b>Freeze</b> a minion. <b>Combo:</b> Also deal $3 damage to it.,"""The professor called on me, and I totally froze!""",Peter Stapleton,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06d35a158bcc1fc34371ff8f6e1e329cb2ae337f2fe4346943b9966c8a5207e1.png,,enUS
SCH_300,58782,Carrion Studies,Scholomance Academy,Spell,,Common,1,,,,,,<b>Discover</b> a <b>Deathrattle</b> minion. Your next one costs (1) less.,A good read but a little too much fluff.,Akkapoj T.,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7369910624aa21786940f6438890f51fbb9e3620c95f67b6e8ff365d3a4e0d96.png,,enUS
SCH_600,59394,Demon Companion,Scholomance Academy,Spell,,Rare,1,,,,,,Summon a random Demon Companion.,Owning a pet can be real hell at times.,Zoltan Boros,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43c8be6400f83f4f8c9f25bff44a30e6ab5c77dc4bcbe68ca57fe30d7b5ad08c.png,,enUS
SCH_158,59628,Demonic Studies,Scholomance Academy,Spell,,Common,1,,,,,Shadow,<b>Discover</b> a Demon. Your next one costs (1) less.,"""Do you wanna summon a demon? I wanna summon a demon!""",Kagi,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8e1dbac0b354b1c622930599e39a3ac2cabfda6db98ad45dc1a8d53b5faea866.png,,enUS
SCH_235,58976,Devolving Missiles,Scholomance Academy,Spell,,Epic,1,,,,,Arcane,[x]Shoot three missiles\nat random enemy minions\nthat transform them into\nones that cost (1) less.,Most intermural spell-dueling contests end with a field of wisps.,Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/332f6ad0cdac74a1107cb0c27a92a04aa71a0db0a072adce01a0670f2f77bb19.png,,enUS
SCH_422,59606,Double Jump,Scholomance Academy,Spell,,Common,1,,,,,,Draw an <b>Outcast</b> card from your deck.,The key to every speed run.,A.J. Nazzaro,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/490c76af133c47a0f80e5c23cd4442ab412eefb4022c2c42fa8e910d8640349f.png,,enUS
SCH_233,58974,Draconic Studies,Scholomance Academy,Spell,,Common,1,,,,,,[x]<b>Discover</b> a Dragon. Your\nnext one costs (1) less.,Our Draconic Studies program has a high rate of burnout.,Kagi,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d42e0fc1bb651e29f1890b80187a939634006bd0e60683875b17bc630b17e5ee.png,,enUS
SCH_702,59726,Felosophy,Scholomance Academy,Spell,,Epic,1,,,,,Fel,[x]Copy the lowest Cost\nDemon in your hand.\n<b>Outcast:</b> Give both +1/+1.,"""Like, isn't evil subjective man?""",Adam Byrne,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3eea7cc6d4f5568281063eb1d5f0bc8640cca008ef5bf45149c6861156259cd5.png,,enUS
SCH_247,59038,First Day of School,Scholomance Academy,Spell,,Common,1,,,,,,Add 2 random 1-Cost minions to your hand.,"""Report to the bookstore to buy your books, the alchemist to buy your potions, and then get your wands at the… wandryroom?""",L. Lullabi & K. Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6a8d4e8667abfbe733d5048b8105bb4340d828366e3a41c44df7482c6c534dd6.png,,enUS
SCH_137,59579,Frazzled Freshman,Scholomance Academy,Minion,,Common,1,,1,4,,,,"""Late to bed, early to rise, makes a student unable to open her eyes.""",Ivan Fomin,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7aae0a76ae144b81fee776c84ca823f6289c58e9944945b1ff96242930965f26.png,,enUS
SCH_231,58972,Intrepid Initiate,Scholomance Academy,Minion,,Common,1,,1,2,,,<b>Spellburst:</b> Gain +2_Attack.,How you like them apples?,Ursula Dorada,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f768919de326f1de9ec07b1ad9050ca444f68f821aea73bbac5839a057e1f82.png,,enUS
SCH_310,59013,Lab Partner,Scholomance Academy,Minion,,Common,1,,1,3,,,<b>Spell Damage +1</b>,"""Professor, a gnome burned my homework!""",Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f26a7a4c1a406177ee14d35b6b522d7dee3c5507c919fe34b7eccea64d4d8c0.png,,enUS
SCH_333,59163,Nature Studies,Scholomance Academy,Spell,,Common,1,,,,,Nature,<b>Discover</b> a spell. Your next one costs (1) less.,"""I have a first edition! Go ahead, count the rings.""",SARIYA,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebfc44b446d1f504a620a8c0fb2f28b787daeda8e6f2862629b346ac17373a2a.png,,enUS
SCH_604,59449,Overwhelm,Scholomance Academy,Spell,Neutral,Rare,1,,,,,,Deal $2 damage to a minion. Deal one more damage for each Beast you control.,"Scholomance student Brewfest prank gone terribly, terribly awry.",Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/51dec77f9c4c5cdd5d36d57e9eb1cd4b1ac2925486298bd34609158d86791fec.png,,enUS
SCH_606,59456,Partner Assignment,Scholomance Academy,Spell,,Rare,1,,,,,,Add a random 2-Cost and 3-Cost Beast to_your hand.,"In every group assignment, someone does all the legwork.",Slawomir Maniak,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/31d91a63945cef9edd96a38591eca9a2d4a5c9a72e65876fec9c8fa15a2a0cb9.png,,enUS
SCH_248,59039,Pen Flinger,Scholomance Academy,Minion,,Common,1,,1,1,,,[x]<b>Battlecry:</b> Deal 1 damage\nto a minion.\n <b><b>Spellburst</b>:</b> Return this\nto_your hand.,The pen is also a more aerodynamic short-range projectile than the sword.,Zoe Feng,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a2cc3d516bf417bb5159cbf84ee8f5f5b55f705134a998351c06454730f751e.png,,enUS
SCH_270,59213,Primordial Studies,Scholomance Academy,Spell,,Common,1,,,,,Arcane,<b>Discover</b> a <b>Spell Damage</b> minion. Your next one costs (1) less.,"A long forgotten tome whose very essence seeps of magic. 40 dust, used.",Akkapoj T.,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4584181e10af6d63de3eae8830f247504e8fb99d0b7a2dc8117e14ff5ee1ed30.png,,enUS
SCH_305,58794,Secret Passage,Scholomance Academy,Spell,,Epic,1,,,,,,Replace your hand with 4 cards from your deck. Swap back next turn.,I use this to sneak out at night and do some villainous baking in the kitchen.,Dave Allsop,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33ef873962baa46ac8e8c94322611e22a244ef96b689ade3272ef9607aa8c60b.png,,enUS
SCH_524,59409,Shield of Honor,Scholomance Academy,Spell,,Common,1,,,,,Holy,Give a damaged minion +3 Attack and <b>Divine Shield</b>.,"""Sir, this shield would've been more helpful last turn!""",Jim Nelson,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6aa833b0aa58a750e5ebe0bc7a01ba7a0eae9adabe169b10ff1b6e1f880037f.png,,enUS
SCH_259,59151,Sphere of Sapience,Scholomance Academy,Weapon,,Legendary,1,,,,4,,"[x]At the start of your turn,\nlook at your top card. You\ncan put it on the bottom\n_and lose 1 Durability.",This is what it sounds like when spheres scry.,Jakub Kasper,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/422400e2c0b4af82421bae42c35440c6cedd2df65b2af35bad5519516ae3a634.png,,enUS
SCH_700,59724,Spirit Jailer,Scholomance Academy,Minion,,Common,1,,1,3,,,<b>Battlecry:</b> Shuffle 2 Soul Fragments into your deck.,"""Sure, they're in your deck, but the mind is like, the REAL prison.""",Ben Olson,True,,Demon,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13f3c1ef832f0f3f17ce09f688705a13c943839f0e97e1b488188de8f43b817e.png,,enUS
SCH_312,59035,Tour Guide,Scholomance Academy,Minion,,Common,1,,1,1,,,<b>Battlecry:</b> Your next Hero Power costs (0).,"""Here is the original blueprint for the Academy grounds! Don't mind those so-called dark chambers… They'll be at the end of the tour.""",Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/38a26443929a7a8c76aadbb32233a7a5c92396241ba4f195090e84e415b92aa8.png,,enUS
SCH_279,59233,Trueaim Crescent,Scholomance Academy,Weapon,,Epic,1,,1,,4,,"After your Hero attacks a minion, your minions attack it too.",You could have just pointed.,Kagi,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b66f80721632324739f1d03aa85067402860fdfde5079efafb164aca9192b3d.png,,enUS
SCH_350,59556,Wand Thief,Scholomance Academy,Minion,,Common,1,,1,2,,,<b>Combo:</b> <b>Discover</b> a Mage_spell.,"""What’re ya buyin’?”",Arthur Bozonnet,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9f47cec696f8221ac69cacdd4c279c5d3c9b29369fd1758341503b3e8c7116f7.png,,enUS
SCH_250,59083,Wave of Apathy,Scholomance Academy,Spell,,Common,1,,,,,,Set the Attack of all enemy minions to 1 until your next turn.,"""Flavor text? Eh. Can’t be bothered.""",Arthur Bozonnet,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e605623b03c5a81e7d3c3ce78842a423af62564843a653e4d6f6bc96de852fe.png,,enUS
SCH_133,59170,Wolpertinger,Scholomance Academy,Minion,,Common,1,,1,1,,,<b>Battlecry:</b> Summon a copy of this.,Scholomance student Brewfest prank gone awry.,Matt Dixon,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4555c56487a8bab5dfd5c7946c9bbc65661a6d0b9fb7da03c4f48c4be0b2ecc1.png,,enUS
SCH_149,59616,Argent Braggart,Scholomance Academy,Minion,,Epic,2,,1,1,,,[x]<b>Battlecry:</b> Set this minion's\nAttack and Health to the\nhighest in the battlefield.,"Not sure why he's bragging, he's got the same stats as the next guy.",Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12ee443436ec70887f20d3149d75aa2ba25ad5428fb6e0da9becf143a6cbb197.png,,enUS
SCH_147,59605,Boneweb Egg,Scholomance Academy,Minion,,Rare,2,,0,2,,,"[x]<b>Deathrattle:</b> Summon\ntwo 2/1 Spiders. If you\ndiscard this, trigger its\n<b>Deathrattle</b>.",Noblegarden is going to be really exciting this year!,Mauricio Herrera,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a22f360d4aaf47ebf3bec2d4fe54e0d2791b0c58d7c18b756407735e901d8170.png,,enUS
SCH_353,59639,Cram Session,Scholomance Academy,Spell,,Rare,2,,,,,Arcane,"Draw $1 |4(card, cards) <i>(improved by <b>Spell Damage</b>)</i>.","The font of the arcane gives nearly limitless access to power and energy! But it can't keep you awake, for that we still use coffee.",Arthur Gimaldinov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4e15a23418f9788a6109d642e743e889432ad6ce0d01ac827f5a23ab5d04257a.png,,enUS
SCH_713,60043,Cult Neophyte,Scholomance Academy,Minion,,Rare,2,,3,2,,,<b>Battlecry:</b> Your opponent's spells cost (1) more next_turn.,Make a new recruit's deficiencies your efficiencies.,Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a4d9f1d5989c7f92d7adb111f560e2780142df62b9cfee298ed73a4d6978a7c.png,,enUS
SCH_236,58977,Diligent Notetaker,Scholomance Academy,Minion,,Rare,2,,2,3,,,<b>Spellburst:</b> Return the spell to your hand.,You never know what cards are going to be on the test.,Peter Stapleton,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c365262196c388e9bc7ca98712901a3816bc7d58e755c726bfefa77a5dec21a.png,,enUS
SCH_242,59001,Gibberling,Scholomance Academy,Minion,,Common,2,,1,1,,,<b>Spellburst:</b> Summon a Gibberling.,"""As a Linguistics student I have studied the Gibberlings. I have determined they are speaking Gibberish.""",Anton Zemskov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fae5142cb6b60e27ef54d6a3a7f3b145652a3de15f6039c5e6a2453745726a18.png,,enUS
SCH_525,59410,In Formation!,Scholomance Academy,Spell,,Common,2,,,,,,Add 2 random <b>Taunt</b> minions to your hand.,None can doubt the strength of the Scholomance student body.,Anton Zemskov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7573177d2abdf381e98c3e6d8ce683f4604dce85d1a37cd18e7cc3cd4ed1e8b.png,,enUS
SCH_283,59259,Manafeeder Panthara,Scholomance Academy,Minion,,Common,2,,2,3,,,"<b>Battlecry:</b> If you've used your Hero Power this turn, draw a card.","Feeds on mana, crystal kibble, and whatever it was you were just snacking on.",Jakub Kasper,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9b2221f7aad36890e1d7624d6748051f8ecb758baf63d942f6134bfc6f04816d.png,,enUS
SCH_706,59877,Plagiarize,Scholomance Academy,Spell,,Common,2,,,,,,"<b>Secret:</b> At the end of your opponent's turn, add copies of the cards they played to your hand.",Copying is just using your resources wisely.,Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76f805400b67fc977ee3425f24d6a161efc5367d1b5ba0a5dc8cec9714cff815.png,,enUS
SCH_136,59572,Power Word: Feast,Scholomance Academy,Spell,,Rare,2,,,,,,Give a minion +2/+2. Restore it to full Health at the end of this turn.,"Some people are here for the stellar, world-renowned academic program. Others are here for the buffet.",Ivan Fomin,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c60569e7ed8a890fd2678ad8aa099ae36f0c164accb20b3729feddb8023cc8b6.png,,enUS
SCH_301,58790,Rune Dagger,Scholomance Academy,Weapon,,Common,2,,1,,3,,"After your hero attacks, gain <b>Spell Damage +1</b> this turn.",Turns out being stabbed makes you more vulnerable to magic.,Kagi,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd0cb851305c0a64bb64faa9b3b01d7366e70f9b23be0ac03946a1510b701072.png,,enUS
SCH_708,59914,Sneaky Delinquent,Scholomance Academy,Minion,,Common,2,,3,1,,,<b>Stealth</b>. <b>Deathrattle:</b> Add a 3/1 Ghost with <b>Stealth</b> to your hand.,"All right, now open your lid and say ""Ahh!""",Arthur Bozonnet,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28f5688677f25fc8fdfc446c8fa6603d7b403b377b98d7ff9479ffb65277803a.png,,enUS
SCH_701,59725,Soul Shear,Scholomance Academy,Spell,,Rare,2,,,,,Shadow,[x]Deal $3 damage to a\nminion. Shuffle 2 Soul\nFragments into your deck.,"""Just a little off the sides please.""",Dave Allsop,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c235b273530af62482a447e3813a81db51f5aaf96af7b926da149df656baa89.png,,enUS
SCH_199,58947,Transfer Student,Scholomance Academy,Minion,,Epic,2,,2,2,,,This has different effects based on which game board you're on.,"Oh, the places you'll go!\nThere is so much to fight!\nThere are boards to be explored.\nThere are dreams to take flight.",Ivan Fomin,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03e8913c0b399fa4245d851f45079de5e8456a9345dd2cfae382169781de4835.png,,enUS
SCH_537,59703,Trick Totem,Scholomance Academy,Minion,,Rare,2,,0,3,,,"At the end of your turn, cast a random spell that costs (3) or less.","It knows how to sit still and do tricks. Still working on rolling over, though.",Mauricio Herrera,True,,Totem,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2b8b16d44269457d21b9f8dcdda7c349e553a8fb05dfa680795ce4c69200edb.png,,enUS
SCH_160,59646,Wandmaker,Scholomance Academy,Minion,,Common,2,,2,2,,,<b>Battlecry:</b> Add a 1-Cost spell from your class to_your hand.,She creates incredibly affordable wands of all shapes and sizes. But not owls. The owl is all-natural.,Jim Nelson,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba71836ac853cded466cab39147fb7322052090e5c6dbc5cf9d62d64ed3a9b9f.png,,enUS
SCH_538,60003,Ace Hunter Kreen,Scholomance Academy,Minion,,Legendary,3,,2,4,,,Your other characters are <b>Immune</b> while attacking.,This grandmaster marksman loves winning tournaments and eating a bit of ice cream.,James Ryman,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b44e0c076cfe2f16d2a681ba87559dcb301117b4467eb1d7c87ed647b0cf7f59.png,,enUS
SCH_340,59188,Bloated Python,Scholomance Academy,Minion,,Rare,3,,1,2,,,<b>Deathrattle:</b> Summon a 4/4 Hapless Handler.,This is why Scholomance engineering students prefer C++.,Arthur Bozonnet,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/546aed40141159a29ed90d94a548a7340fdccab9574e01fb53c0d326374b06ad.png,,enUS
SCH_523,59408,Ceremonial Maul,Scholomance Academy,Weapon,,Epic,3,,2,,2,,<b>Spellburst</b>: Summon a Student with <b>Taunt</b> and stats equal to the spell's Cost.,For the most discerning of hall monitors.,MAR Studio,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfe80ae024110137d6264b0fb253ab5b6c38aab4ae679ac0dd040b0d77ed7c31.png,,enUS
SCH_521,59402,Coerce,Scholomance Academy,Spell,,Rare,3,,,,,,Destroy a damaged minion. <b>Combo:</b> Destroy any minion.,"""Give me your lunch money, or the sandwich gets it!""",Vladimir Kafanov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c8d77a05b77e8fb7114057e0c3d5d2bd85f5ed38e1b71e4e739bca8dfb388e2.png,,enUS
SCH_348,59540,Combustion,Scholomance Academy,Spell,,Epic,3,,,,,Fire,[x]Deal $4 damage to\na minion. Any excess\ndamages both neighbors.,"Sally is friends with three Silverhand Recruits conveniently standing in a line. After casting this spell, how many friends does she have left? (Show your work.)",L. Lullabi & A. Zemskov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5090064b43f84589fe9051399c7a793838d5a75a680d533941d36224fb5bc6c.png,,enUS
SCH_714,60090,Educated Elekk,Scholomance Academy,Minion,,Epic,3,,3,4,,,"[x]Whenever a spell is played,\nthis minion remembers it.\n<b>Deathrattle:</b> Shuffle the\nspells into your deck.","""This reminds me of a saying. 'An elekk never…' something. I can't remember.""",Cheng Hao,True,,Beast,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2fbd5637a49c0d12553e204d40ca0533a74cdb8f35c26769da88f324f7738ed.png,,enUS
SCH_157,59627,Enchanted Cauldron,Scholomance Academy,Minion,,Epic,3,,1,6,,,<b><b>Spellburst</b>:</b> Cast a random spell of the same Cost.,"Do you smell what the cauldron is cooking? If so, we apologize.",Matt O'Connor,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc5c2f4d9155b0b4a4c1ccca7c2b28d3bfbacec4bb10b6afa0914946aaf1e192.png,,enUS
SCH_241,59000,Firebrand,Scholomance Academy,Minion,,Common,3,,3,4,,,<b><b>Spellburst</b>:</b> Deal 4 damage randomly split among all_enemy minions.,"Too cool for school, too hot for thought.",Mike Sass,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5795a9e94d7c240dee702ffa8805d49dffaa99af2adcf1ad6299834d0fff5552.png,,enUS
SCH_302,58791,Gift of Luminance,Scholomance Academy,Spell,,Rare,3,,,,,Holy,"Give a minion <b>Divine Shield</b>, then summon a_1/1 copy of it.",You get a small version of yourself in a snow globe to remember the moment.,L. Lullabi & K. Turovec,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca465f1a4db527a41ae7299e7cfea052239c5b0c2730c04fe57e9bef192eb710.png,,enUS
SCH_532,59594,Goody Two-Shields,Scholomance Academy,Minion,,Rare,3,,4,2,,,<b>Divine Shield</b>\n<b>Spellburst:</b> Gain <b>Divine Shield</b>.,"These are my shields. There are at least two like them, and both are mine.",Anton Zemskov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21cda4ced71583731ed1b8483503d30c41e75b12a374b08c87e98fc4bfb29ec6.png,,enUS
SCH_507,59164,Instructor Fireheart,Scholomance Academy,Minion,,Legendary,3,,3,3,,,"[x]<b>Battlecry:</b> <b>Discover</b> a spell\nthat costs (1) or more.\nIf you play it this turn,\nrepeat this effect.","When you have fire in your heart, even death can't stop you.",Rafael Zanchetin,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83c8b99c33f399297d5e1de25b4b2cc4edd37eee576fa7f3b5dccb56641c6913.png,,enUS
SCH_526,59411,Lord Barov,Scholomance Academy,Minion,,Legendary,3,,3,2,,,[x]<b>Battlecry:</b> Set the Health\nof all other minions to 1.\n<b>Deathrattle:</b> Deal 1 damage\nto all minions.,"Alexei Barov stayed at Scholomance despite leasing it to Kel’Thuzad. He says it’s for ""supervision.""",Zoltan Boros,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c56c1fc704756c9494558abb50aef2cebc7b0ce6a26ad4b43fc564efbb83777c.png,,enUS
SCH_276,59230,Magehunter,Scholomance Academy,Minion,,Rare,3,,2,3,,,"<b>Rush</b>\nWhenever this attacks a minion, <b>Silence</b> it.",Hates waiting. Abhors chit chat. Fond of the color purple.,Dave Allsop,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a8e36c992fcd3abfb3f932b7d50febdde90cc935124e7b06b9158e0892e9f34.png,,enUS
SCH_159,59643,Mindrender Illucia,Scholomance Academy,Minion,,Legendary,3,,1,3,,,[x]<b>Battlecry:</b> Replace\nyour hand with a copy of\nyour opponent's until\nend of turn.,"""…and that's how I ended up with a Murloc Cultural Studies major.""",Arthur Gimaldinov,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1113c7aee682b7574d11dcf6b8175a176332b0a08d52b8254cfad6583b12cae.png,,enUS
SCH_271,59214,Molten Blast,Scholomance Academy,Spell,,Rare,3,,,,,Fire,Deal $2 damage. Summon that many 1/1 Elementals.,"Well, how would YOU celebrate after finals week?!",Daria Tuzova,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0571cbf152c23e744f469483790a620bc3d36352549a9085d20aaa6f0e593400.png,,enUS
SCH_317,59101,Playmaker,Scholomance Academy,Minion,,Epic,3,,4,3,,,"[x]After you play a <b>Rush</b>\nminion, summon a copy\n_with 1 Health remaining.","""Here's the plan: you go left, I go right, and the wounded guy takes the hit.""",Ursula Dorada,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e5e928c16b040e6039bda91e2bc9257301a7549c51bc6902cdcccf65f64f344.png,,enUS
SCH_539,60004,Professor Slate,Scholomance Academy,Minion,,Legendary,3,,3,4,,,Your spells are <b>Poisonous</b>.,"""Don’t worry, this will be over in a second. It might FEEL like an eternity, but I assure you, it’s quite quick!""",A.J. Nazzaro,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/859fb9f9da5b5afd80ef15fac321d5c14ea81285f5e4767d94c271e10f66432c.png,,enUS
SCH_146,59601,Robes of Protection,Scholomance Academy,Minion,,Rare,3,,2,4,,,Your minions have <b>Elusive</b>.,"Warning: Robes of Protection are intended for targeted effects only and are not an effective defense against Flamestrike, Twisting Nether, or other AOE attacks.",Vladimir Kafanov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a2113b3ee08c0459b6a5827f689621f04e1a0e5c6da7bce1373fb584537507b.png,,enUS
SCH_307,58796,School Spirits,Scholomance Academy,Spell,,Common,3,,,,,Shadow,[x]Deal $2 damage to all\nminions. Shuffle 2 Soul\nFragments into your deck.,"""B-E A-G-G-R-E-S-S-I-V-E!""",Steven Prescott,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2d3cf6b4c4b9e2e4e015d80ba14684096dec0c14a572eb2f5208d6cef406bf9.png,,enUS
SCH_622,59989,Self-Sharpening Sword,Scholomance Academy,Weapon,,Rare,3,,1,,4,,"After your hero attacks, gain +1 Attack.",You no longer have to bring a stack of #2 swords to a test!,Kagi,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0153bf8a00bf0663681a8182f065fc3943c71a02ea985d3702db1da895e05370.png,,enUS
SCH_517,59263,Shadowlight Scholar,Scholomance Academy,Minion,,Rare,3,,3,4,,,<b>Battlecry:</b> Destroy a Soul Fragment in your deck to deal 3 damage.,Imagine having the power of soul magic and using it as a reading light.,Matt Dixon,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ed5559d483feefc93b21cbae4cb16d5595737afbadd6fb150a4ff738da96337.png,,enUS
SCH_607,59457,Shan'do Wildclaw,Scholomance Academy,Minion,,Legendary,3,,3,3,,,[x]<b>Choose One -</b> Give Beasts\nin your deck +1/+1; or\nTransform into a copy\nof a friendly Beast.,She holds both an academic post and a scratching post.,Zoltan Boros,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6946074a9d8c3671197741e89402ac606248fb4914a3569a5425c93871f5160f.png,,enUS
SCH_355,60151,Shardshatter Mystic,Scholomance Academy,Minion,,Rare,3,,3,2,,,<b>Battlecry:</b> Destroy a Soul Fragment in your deck to deal 3 damage to all other minions.,Enjoys a good soul-crushing defeat.,Vladimir Kafanov,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81a3cf8c47548cfbe937c04e17aba5c9f0bc5f972cd232a61877f8f9a6d6e1e3.png,,enUS
SCH_182,59253,Speaker Gidra,Scholomance Academy,Minion,,Legendary,3,,1,4,,,"[x]<b><b>Rush</b>, Windfury</b>\n<b><b>Spellburst</b>:</b> Gain Attack\nand Health equal to\nthe spell's Cost.","If a teacher lectures in a forest, does she even make a sound?",Paul Mafayon,True,True,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63b4b4cfbc5ba0b3d23e6c2969b8786c98712f6281a50071c0abb9693cead706.png,,enUS
SCH_142,59590,Voracious Reader,Scholomance Academy,Minion,,Rare,3,,1,3,,,"At the end of your turn, draw until you have 3 cards.",But how much of it is skimming?,Ivan Fomin,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5d93668fcae90e6b1ac146fc85a5b17dd60478f0650c44835075fd96d35442ae.png,,enUS
SCH_519,59400,Vulpera Toxinblade,Scholomance Academy,Minion,,Common,3,,3,3,,,Your weapon has +2_Attack.,The blade works well enough on its own… but this is just in case.,Ivan Fomin,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb80f90ee9f8eb561e5d50b17136a0f36d0e08e5051c4ee66795ce7ba836712a.png,,enUS
SCH_513,59222,Brittlebone Destroyer,Scholomance Academy,Minion,,Rare,4,,3,3,,,"[x]<b>Battlecry:</b> If your hero's\nHealth changed this turn,\ndestroy a minion.",Broke many a leg in drama class.,Dave Allsop,True,,Undead,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c587c0338e430a5dddb07e0bc2523a5f173255b50f709a06e2b9675ca397ac53.png,,enUS
SCH_120,59619,Cabal Acolyte,Scholomance Academy,Minion,,Epic,4,,2,6,,,[x]<b>Taunt</b>\n<b>Spellburst:</b> Gain control\nof a random enemy minion\nwith 2 or less Attack.,How did he get to the top of his class? He pulled a few strings!,Slawomir Maniak,True,,,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52b3fe78cdf2ca944bd210b7116521ca0aec36b41a1348786169abf9ce882e4e.png,,enUS
SCH_232,58973,Crimson Hothead,Scholomance Academy,Minion,,Common,4,,3,6,,,<b>Spellburst:</b> Gain +1 Attack and <b>Taunt</b>.,Has a real passion for spelling.,Mauricio Herrera,True,,Dragon,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7778c5465e558bf82683fc21260cf842b515bc60fc7ba427052add21285dddc.png,,enUS
